bulan,Categori Produk,Kinerja 2024,Kinerja 2025,Target Tahun Ini,growth,achievement
02,15. KREDIT PENSIUN,9132.22987,9169.726517,12333.665710787807,0.41059683706800887,74.3471303018986
02,16. MANFAAT PENSIUN,1100.6575,6159.3565,1749.3863843567467,459.60700762953053,352.086683369541
02,17. PENYALURAN DANA NASIONAL,64426.780443999975,45991.166781,4431.172089301231,-28.614829944861654,1037.900714622269
02,18. PENYALURAN DANA DAERAH,0.0,1395.42,106.34813006348718,inf,1312.1246223765
02,19. PENYALURAN DANA KORPORAT,0.0,16.9225,13.293516270079897,inf,127.29890012688338
02,2. TELCO,1206.0555252252252,1258.54972434724,1183.6452061166597,4.352552434284631,106.32829143762848
02,20. POSPAY MOBILE,799.3201774774775,787.2424306306307,1996.5386541233293,-1.511002372661503,39.43036259302002
02,21. POSPAY MERCHANT,416.12197387387386,618.1450864864864,689.9302047867966,48.54901334142128,89.59530720611177
02,22. POSPAY B2B,1565.7297837837768,896.27123693694,2343.3178963036107,-42.756965715310635,38.247957665100984
02,24. To Be Confirm Akutansi,4140.645856,0.0,0.0,-100.0,
02,3. PDAM,1336.7450972972974,1292.4746739731224,1518.1998232764859,-3.311807420403733,85.13205272174137
02,4. PAJAK DAERAH,258.28051351351354,403.0210533916092,716.7450726763881,56.040054245332236,56.22934412184987
02,5. PAJAK NASIONAL,1876.7299954954956,1565.0694269599192,3838.050225267188,-16.606574695540665,40.77772137155829
02,6. CICILAN,1932.570373873874,1559.8544144144144,2268.916873940834,-19.286022620348017,68.74885688099872
02,7. PAYMENT LAINNYA,1114.1195873873874,1323.2421007815055,1460.578237598568,18.770203464828302,90.59713931909148
02,8. SYARIAH,496.9582990000001,546.784764,669.8467138995326,10.02628693398676,81.62834162712784
02,9. WESEL DN,1958.436162,1118.76865,1471.5223251644686,-42.87438765134485,76.02797666525092
03,1. PLN,4200.25045045045,4104.040540540541,5475.156501105782,-2.2905755512648462,74.95750194011211
03,10. WESEL LN,5677.321484,5224.12195,5346.126784027821,-7.982629401509516,97.71788363881821
03,11. METERAI,20819.383687999998,22299.165006,19778.64625144882,7.1077095276981055,112.74363635664169
03,12. FILATELI,1153.4935,1058.3794,1432.432277716215,-8.245742173666345,73.88687175406416
03,13. EBATARA & CICO,4324.485325,3637.68511325,4876.012368487887,-15.881663600049322,74.603689210454
03,14. ASURANSI & INVESTASI,110.846186,179.990773,202.58150867169962,62.37885983736056,88.84856973382017
03,15. KREDIT PENSIUN,11705.390072,11410.830979,14742.367081691815,-2.516439787039673,77.4016202131531
03,16. MANFAAT PENSIUN,1264.859,2949.991508,1879.9744581906261,133.22690576578103,156.91657379426354
03,17. PENYALURAN DANA NASIONAL,49169.755538000005,12091.920513000001,44311.72089297344,-75.40780835557548,27.288311691179274
03,18. PENYALURAN DANA DAERAH,230.062,1274.76872,192.4014921774543,454.0979040432579,662.5565662579503
03,19. PENYALURAN DANA KORPORAT,0.0,177.26999999999998,32.79067346295867,inf,540.6110374654229
03,2. TELCO,1221.5551756756756,1023.4457072072072,1240.9704404967777,-16.217807628614782,82.47140091407074
03,20. POSPAY MOBILE,946.9722882882883,941.6087855855856,2117.3956865565033,-0.5663843355329405,44.47013808349224
03,21. POSPAY MERCHANT,478.6912144144144,626.5733945945946,741.840300026907,30.893021581999424,84.46203240399159
03,22. POSPAY B2B,1697.5722504504474,899.2914864864855,2518.6980479729823,-47.02484761706842,35.704616804313815
03,24. To Be Confirm Akutansi,193.05710500000032,0.0,0.0,-100.0,
03,3. PDAM,1345.862009009009,1132.9537234234235,1594.2331547073288,-15.819473628084276,71.0657484495367
03,4. PAJAK DAERAH,432.1627702702703,405.16674774774776,751.7830627602433,-6.246725627392543,53.894104272599506
03,5. PAJAK NASIONAL,2617.163963963964,1561.9837837837838,4023.845912231915,-40.31769482955899,38.818180861140256
03,6. CICILAN,1890.4058558558559,1581.85490990991,2377.5064845091542,-16.32194192533611,66.53419960015337
03,7. PAYMENT LAINNYA,1176.1043288288288,915.857063063063,1530.586200598551,-22.127906460893772,59.83701294999968
03,8. SYARIAH,506.60181000000017,533.7149919999999,763.0019904309323,5.351971008552014,69.94935775967839
03,9. WESEL DN,1794.71385,1557.26405,1830.7142485000488,-13.230510256551486,85.06319603269087
04,1. PLN,4133.10990990991,4053.65,4523.026784808042,-1.9225210952989642,89.62250707016402
04,10. WESEL LN,5180.723389,4186.324738,4665.9834886143435,-19.194204676346203,89.72009327112328
04,11. METERAI,17281.4447,18568.189047,17778.46732436667,7.4458146835374235,104.44201239749707
04,12. FILATELI,1070.1515,209.06000000000003,1426.991153840897,-80.464448258027,14.65040616666004
04,13. EBATARA & CICO,4214.345265,3517.34075325,4565.362740508719,-16.53885640406826,77.04405877851586
04,14. ASURANSI & INVESTASI,98.968838,120.28446047199999,155.96495145864583,21.53771116520534,77.12275055841214
04,15. KREDIT PENSIUN,9254.438131,10277.028633,9729.981821255733,11.049730815905317,105.62227989521224
04,16. MANFAAT PENSIUN,894.3925,3268.71745,2023.8055113011937,265.46789580637136,161.51341775417924
04,17. PENYALURAN DANA NASIONAL,46082.830844000026,2304.475122,17724.68835718549,-94.99927612997315,13.001498675522713
04,18. PENYALURAN DANA DAERAH,496.664,291.43800000000005,621.6934441886373,-41.3208929980832,46.87808802300487
04,19. PENYALURAN DANA KORPORAT,0.0,25.18,159.5221952118131,inf,15.784637345647148
04,2. TELCO,1216.7222687915005,940.2934018018018,1024.483601808269,-22.719142575097226,91.78218178818412
04,20. POSPAY MOBILE,860.8852216216217,787.4866432432433,1984.0622759202697,-8.525942429365884,39.6906212471573
04,21. POSPAY MERCHANT,441.8486018018018,620.3066027027027,926.6555558897201,40.38894774662001,66.94036406085331
04,22. POSPAY B2B,1579.4764846846829,865.2232819819822,3160.8944134706035,-45.22088233844709,27.372735966589374
04,24. To Be Confirm Akutansi,3729.380794,0.0,0.0,-100.0,
04,3. PDAM,1328.1562711711713,1116.7128315315315,1316.559774557259,-15.920072376211309,84.82051883341694
04,4. PAJAK DAERAH,479.884481981982,537.8452567567567,620.7700933658195,12.078068149940918,86.6416186128678
04,5. PAJAK NASIONAL,2227.4207207207205,1367.5972972972972,3326.5214178502883,-38.60175203655341,41.111934225305106
04,6. CICILAN,1861.3995574907344,1483.3395045045045,1963.1258660338835,-20.310526639206632,75.56008150925673
04,7. PAYMENT LAINNYA,1133.5188891592065,983.5717193243244,1264.1841539138602,-13.228466792124324,77.8028830909823
04,8. SYARIAH,527.332703,502.599667,683.9402387643212,-4.690214708720621,73.48590395968657
04,9. WESEL DN,1690.6381,952.18715,1597.1963246187836,-43.678830496012125,59.616162103758064
05,1. PLN,4146.532453468469,4096.937643108108,5557.662471939665,-1.196055039165935,73.71692080606411
05,10. WESEL LN,4761.924283,4391.351262,4619.586807608033,-7.782001539229433,95.05939480924678
05,11. METERAI,21660.12785,23537.92418,23438.928412109824,8.669368634405364,100.42235620225297
05,12. FILATELI,1164.6432,1430.8579,1442.3885154489344,22.858047855343163,99.20058879244851
05,13. EBATARA & CICO,4339.247595,5527.094066449999,4690.963093424398,27.374480147634895,117.82429229080178
05,14. ASURANSI & INVESTASI,102.716724,333.79036099999996,172.87690348805816,224.96203928777945,193.0797892982027
05,15. KREDIT PENSIUN,9256.161753,10299.029844,10092.679001580073,11.266744454438665,102.04455964950061
05,16. MANFAAT PENSIUN,837.1899999999999,5654.447702,1837.715868778933,575.4079363107539,307.68889783582745
05,17. PENYALURAN DANA NASIONAL,32273.32479999996,2094.0982369999997,22155.86044648672,-93.51136503605602,9.451667390927547
05,18. PENYALURAN DANA DAERAH,1058.4,0.0,1101.9438752189344,-100.0,0.0
05,19. PENYALURAN DANA KORPORAT,0.0,12.145,283.59501371636685,inf,4.282515352031765
05,2. TELCO,1222.2135308815316,966.8511423204504,1258.631611070314,-20.893434912056563,76.81764336891717
05,20. POSPAY MOBILE,854.0459810810811,892.4575153153154,2051.603057063205,4.497595572736217,43.50049646508305
05,21. POSPAY MERCHANT,508.1943972972973,1197.008554054054,834.2469792396762,135.54147003981933,143.48371451641273
05,22. POSPAY B2B,1785.8344396396387,893.1549927927935,2839.3588995504842,-49.986685609388175,31.456220378980415
05,3. PDAM,1306.1723898695495,1099.9134765901802,1617.1658816359907,-15.79109425976834,68.0148826462665
05,4. PAJAK DAERAH,813.4102218405405,798.1252223324325,763.039837844242,-1.8791255749801112,104.59810651398156
05,5. PAJAK NASIONAL,2690.176900720721,1613.897735135135,4084.7283649067654,-40.00774689936716,39.510527774641204
05,6. CICILAN,1846.1255800540541,1449.8415623738738,2414.4078021587907,-21.465712948334602,60.04957244909204
05,7. PAYMENT LAINNYA,1166.0960583621622,988.9328959693694,1552.7970097615555,-15.192844630795424,63.6871973446953
05,8. SYARIAH,512.6173159999998,542.7354750000001,672.6641680031771,5.875369024795141,80.68446348363194
05,9. WESEL DN,1671.036951,1149.79045,1582.2458882169215,-31.19299670112442,72.66825330769113
06,1. PLN,4751.48891427,5004.78389232,5665.772269688317,5.330854867182503,88.33365786859135
06,10. WESEL LN,4736.416813,4351.58777,4468.771989068249,-8.124898170780979,97.37770870040112
06,11. METERAI,23189.898018,25938.2345728168,23967.611663824722,11.851438728551292,108.22202452473151
06,12. FILATELI,1036.3903,894.2114,1443.8264578188039,-13.718663711923973,61.93344048777786
06,13. EBATARA & CICO,4184.315022,3395.0234149,4495.659793596201,-18.86310191632603,75.5178009629645
06,14. ASURANSI & INVESTASI,90.34672,143.387755,196.46298432321083,58.7083128197681,72.98461615756881
06,15. KREDIT PENSIUN,9277.269673,10527.132957,9922.040525030192,13.472318128657237,106.09846765333553
06,16. MANFAAT PENSIUN,881.19436,4701.770152,1726.4290975080019,433.56788983533676,272.3407615630857
06,17. PENYALURAN DANA NASIONAL,242.31881700000008,301.359342,22155.86044648672,24.36481232904002,1.3601789139621834
06,18. PENYALURAN DANA DAERAH,1362.8687400000001,319.474,839.2639937959913,-76.55871100249905,38.065972371222436
06,19. PENYALURAN DANA KORPORAT,0.0,15.473679999999998,301.3197020699966,inf,5.135303099564814
06,2. TELCO,1499.52688427,1219.67705028,1284.0780133266796,-18.662541960775616,94.98465339501958
06,20. POSPAY MOBILE,877.217763963964,922.2174513513513,2051.604099502515,5.1298194400490855,44.95104350663834
06,21. POSPAY MERCHANT,510.47906396396394,445.11583243243246,834.2477263488306,-12.804292310045772,53.35535457561591
06,22. POSPAY B2B,6046.50799639643,848.0378819819871,2839.359022178023,-85.97474968217364,29.867229728893953
06,3. PDAM,1768.35208259,1470.44195686,1648.0594473597725,-16.846765339494436,89.22262842009007
06,4. PAJAK DAERAH,1191.83499667,1121.43343018,776.4671501927746,-5.906989364022939,144.42767216894882
06,5. PAJAK NASIONAL,3311.17732686,2309.53848874,4162.741350010821,-30.25023244737718,55.481191228323524
06,6. CICILAN,2800.28696124,2343.4118344500002,2462.6603592071688,-16.315296721864893,95.15773564505827
06,7. PAYMENT LAINNYA,1946.81671734,1724.54417743,1583.676788293453,-11.417229877381487,108.89495825018334
06,8. SYARIAH,524.3348239999999,521.767361,675.4841127828896,-0.4896609728137878,77.2434689618975
06,9. WESEL DN,1438.41735,1097.10285,1530.1655644234575,-23.72847491028942,71.69831000695478
07,1. PLN,4695.287619,3923.715855,5941.3680461517315,-16.432896695779604,66.04061260842812
07,10. WESEL LN,4643.099097,4504.88348,4241.401306782594,-2.9767966203715903,106.21214910261054
07,11. METERAI,25293.292086,30025.2052411832,27994.66925963546,18.708174242776185,107.25329512813893
07,12. FILATELI,1475.9987999999998,864.9549999999999,1627.108880826638,-41.39866509376566,53.15901167969579
07,13. EBATARA & CICO,4393.785859,3469.5497846,4772.68238448606,-21.0350732616348,72.69601253747821
07,14. ASURANSI & INVESTASI,101.703186,199.720719,238.58452645807165,96.37606928066147,83.71067561043131
07,15. KREDIT PENSIUN,15566.578175,11102.400986,11738.237298960454,-28.677960813311497,94.58320447298537
07,16. MANFAAT PENSIUN,1323.208506,5144.983059,2226.7763985221527,288.8263290078941,231.05072706961406
07,17. PENYALURAN DANA NASIONAL,54.502313,74858.969962,13293.516267893974,137250.07899939953,563.1239203640703
07,18. PENYALURAN DANA DAERAH,1064.98,941.1525,983.7202038693299,-11.627213656594488,95.6727834091548
07,19. PENYALURAN DANA KORPORAT,0.0,3.3,283.59501371636685,inf,1.163631178403032
07,2. TELCO,1245.4131630699999,921.27693447,1345.0284993891653,-26.026401375186158,68.49497500524272
07,20. POSPAY MOBILE,1012.0499351351351,851.6599522522523,2020.4030292950386,-15.848030548163273,42.152973436662016
07,21. POSPAY MERCHANT,544.2082027027027,463.2643648648649,1022.7339162129624,-14.873689414427457,45.296665879651925
07,22. POSPAY B2B,7012.4594027027,855.9758666666643,3492.086909347981,-87.79349986202047,24.51187180866831
07,3. PDAM,1545.85421993,1022.5904814099999,1728.8119688382865,-33.84948799012204,59.14989598881319
07,4. PAJAK DAERAH,1197.8665195,960.7255766,814.4123904530729,-19.796942233512365,117.96549117647021
07,5. PAJAK NASIONAL,4231.18052,2246.74715,4364.834155890867,-46.900229395081446,51.47382626136541
07,6. CICILAN,2475.4084,1434.9692055,2580.2145532323,-42.03101171103725,55.61433655594175
07,7. PAYMENT LAINNYA,1616.5511635,1274.7423898,1660.1033867069139,-21.144321405822307,76.78692785084064
07,8. SYARIAH,495.1424200000002,590.421737,751.0222897262238,19.242810381707912,78.61574084774917
07,9. WESEL DN,1616.81115,1072.11705,1452.1025477752605,-33.68940769613074,73.83204799430804
08,1. PLN,2923.008817,3958.813895,5697.934340329046,35.436262524280984,69.47805394983519
08,10. WESEL LN,4774.182791,3919.9896240000003,4549.271335401306,-17.891924218114838,86.16741748278696
08,11. METERAI,21853.107444,23893.582486,25106.81908042409,9.337230630604125,95.16770089218487
08,12. FILATELI,1085.9427999999998,1289.4121,1446.925215431989,18.736649849329105,89.11394218912949
08,13. EBATARA & CICO,4343.7004480000005,3050.60332565,4551.693029299478,-29.769481985006358,67.02128869440693
08,14. ASURANSI & INVESTASI,95.255629,125.948227,234.27536276616445,32.22129581444474,53.7607649019892
08,15. KREDIT PENSIUN,9343.602403,12550.448287,9184.769517433313,34.32130077549489,136.6441287740362
08,16. MANFAAT PENSIUN,1330.135962,4775.027839,2014.2947220297835,258.98795126328594,237.0570595641662
08,17. PENYALURAN DANA NASIONAL,53.57654500000006,5773.71395,22155.86044648672,10676.570139041243,26.05953383731276
08,18. PENYALURAN DANA DAERAH,101.599988,111.51062,824.1980086769471,9.754560207231528,13.529591048030273
08,19. PENYALURAN DANA KORPORAT,3.375,4.861,310.18204624681147,44.029629629629625,1.5671442170228347
08,2. TELCO,765.665456,924.63157943,1291.1868343844087,20.76182517890686,71.61098260971899
08,20. POSPAY MOBILE,968.4607567567567,49.73007657657658,2124.6555116060676,-94.86503957650119,2.3406183404755656
08,21. POSPAY MERCHANT,526.2469243243244,554.3382666666666,1026.5389391762874,5.338053496162509,54.000705234959455
08,22. POSPAY B2B,820.0389990991039,27.965218018018042,3502.9949670531414,-96.58976974890942,0.7983231001197667
08,3. PDAM,907.32636,997.44444544,1658.2138390312064,9.93226797025934,60.15173809083309
08,4. PAJAK DAERAH,919.525014,1185.8820575,781.6440983556066,28.96680780235957,151.7163706595897
08,5. PAJAK NASIONAL,2564.468,1863.72942,4188.089597491718,-27.32491027378778,44.50070555119458
08,6. CICILAN,1567.06665,1365.3100625,2475.3272339858822,-12.874793008963595,55.156750338076186
08,7. PAYMENT LAINNYA,1005.065297,1117.0857517,1592.6099815162092,11.145589747687803,70.14182785897795
08,8. SYARIAH,528.6878159999998,515.1391060000001,679.0064054902483,-2.5627051711741533,75.86660476760383
08,9. WESEL DN,1477.124,977.5331,1557.520335501545,-33.82186600447897,62.76214041759008
09,1. PLN,4421.178,669.12692,5538.243664756844,-84.86541550690788,12.081933560598909
09,10. WESEL LN,4416.807028,1041.779263,3989.6712609224933,-76.4132945723976,26.111907344444198
09,11. METERAI,22632.138460000002,4154.778978,23399.719887585936,-81.64212813851793,17.75567826435479
09,12. FILATELI,1848.8354,107.74300000000001,1614.6106206875054,-94.1723854919697,6.67300206127238
09,13. EBATARA & CICO,4193.84566,196.60652575,4451.798823391892,-95.31202286185228,4.416338957567776
09,14. ASURANSI & INVESTASI,82.305791,19.4225,245.31525014755638,-76.40202498023498,7.917363469379675
09,15. KREDIT PENSIUN,9429.521843,0.0,8968.670592382598,-100.0,0.0
09,16. MANFAAT PENSIUN,3283.4524969999998,304.437,2308.9547773499185,-90.72814361474224,13.185056848511115
09,17. PENYALURAN DANA NASIONAL,132.3862139999998,0.0,22155.86044648672,-100.0,0.0
09,18. PENYALURAN DANA DAERAH,159.224,0.0,788.7486319502573,-100.0,0.0
09,19. PENYALURAN DANA KORPORAT,173.19236,0.0,217.12743237568256,-100.0,0.0
09,2. TELCO,343.466098,112.03159088,1253.198993301746,-67.38205268806472,8.939648968663427
09,20. POSPAY MOBILE,1078.8027576576576,0.0,2124.656434831647,-100.0,0.0
09,21. POSPAY MERCHANT,523.2580027027027,66.26340810810811,1026.5396550819764,-87.33637942165278,6.455026630492567
09,22. POSPAY B2B,799.483865765767,0.0,3459.2576147687514,-100.0,0.0
09,3. PDAM,1443.623319,168.43728642,1610.6470806675038,-88.3323243533724,10.457740149393508
09,4. PAJAK DAERAH,1222.14192,200.28757135,759.2367651518557,-83.61175833408939,26.380120213217058
09,5. PAJAK NASIONAL,3084.73,327.14442,4067.6905840158483,-89.39471461035488,8.042509951113956
09,6. CICILAN,1980.81675,294.7069905,2404.6162846197767,-85.12194575798088,12.255884333187893
09,7. PAYMENT LAINNYA,2156.99052,224.6299213,1548.3645141011605,-89.58595695172549,14.507560671551536
09,8. SYARIAH,493.33218099999976,60.185185,670.5511653685087,-87.80027184158091,8.975479890028163
09,9. WESEL DN,1376.0586,217.14235,1365.9448906595762,-84.21997798640261,15.89686022363231
10,1. PLN,3859.9845,0.0,5067.084177706668,-100.0,0.0
10,10. WESEL LN,4441.942052,0.0,4161.19166563491,-100.0,0.0
10,11. METERAI,24286.658024,0.0,23966.714241798796,-100.0,0.0
10,12. FILATELI,1495.5489,0.0,1443.8235361646323,-100.0,0.0
10,13. EBATARA & CICO,4336.238971,0.0,4734.973820197816,-100.0,0.0
10,14. ASURANSI & INVESTASI,95.497037,0.0,278.41718903829167,-100.0,0.0
10,15. KREDIT PENSIUN,9489.919248,0.0,12881.307611949886,-100.0,0.0
10,16. MANFAAT PENSIUN,2880.945148,0.0,2418.8484509434606,-100.0,0.0
10,17. PENYALURAN DANA NASIONAL,58.568223,0.0,26587.03253577824,-100.0,0.0
10,18. PENYALURAN DANA DAERAH,143.249752,0.0,946.4983584296886,-100.0,0.0
10,19. PENYALURAN DANA KORPORAT,0.0,0.0,239.2832928225773,,0.0
10,2. TELCO,337.909185,0.0,1147.828243062245,-100.0,0.0
10,20. POSPAY MOBILE,872.877690990991,0.0,2051.603029714624,-100.0,0.0
10,21. POSPAY MERCHANT,555.903627027027,0.0,834.2469792396762,-100.0,0.0
10,22. POSPAY B2B,805.0458531531488,0.0,2839.358899550481,-100.0,0.0
10,3. PDAM,1401.6093799999999,0.0,1474.7249704816488,-100.0,0.0
10,4. PAJAK DAERAH,691.48788,0.0,695.4459788440338,-100.0,0.0
10,5. PAJAK NASIONAL,3586.507,0.0,3723.0215548012334,-100.0,0.0
10,6. CICILAN,2033.77955,0.0,2200.4705464895637,-100.0,0.0
10,7. PAYMENT LAINNYA,1248.219498,0.0,1416.597025083055,-100.0,0.0
10,8. SYARIAH,429.157017,0.0,749.6129556093798,-100.0,0.0
10,9. WESEL DN,1366.6505,0.0,1424.6607090318782,-100.0,0.0
11,1. PLN,3753.632,0.0,5122.376049461943,-100.0,0.0
11,10. WESEL LN,4201.621897,0.0,3853.060545398277,-100.0,0.0
11,11. METERAI,20356.71267,0.0,23859.31373228254,-100.0,0.0
11,12. FILATELI,1138.7448,0.0,1443.5319218250572,-100.0,0.0
11,13. EBATARA & CICO,4381.610669000001,0.0,4491.659189957814,-100.0,0.0
11,14. ASURANSI & INVESTASI,87.191785,0.0,354.12220892914706,-100.0,0.0
11,15. KREDIT PENSIUN,9560.077519,0.0,10443.559635066784,-100.0,0.0
11,16. MANFAAT PENSIUN,3174.4475119999997,0.0,2317.158258658016,-100.0,0.0
11,17. PENYALURAN DANA NASIONAL,4224.385640999993,0.0,31018.204625079466,-100.0,0.0
11,18. PENYALURAN DANA DAERAH,198.94,0.0,1037.780503451853,-100.0,0.0
11,19. PENYALURAN DANA KORPORAT,370.0925,0.0,336.7690787869712,-100.0,0.0
11,2. TELCO,338.643186,0.0,1159.6933458084304,-100.0,0.0
11,20. POSPAY MOBILE,783.323418918919,0.0,1947.3520304887677,-100.0,0.0
11,21. POSPAY MERCHANT,563.3824576576577,0.0,830.4425552313756,-100.0,0.0
11,22. POSPAY B2B,748.3315819819823,0.0,2828.450925789769,-100.0,0.0
11,3. PDAM,1357.902304,0.0,1489.7957008587975,-100.0,0.0
11,4. PAJAK DAERAH,492.59385000000003,0.0,703.6363816106801,-100.0,0.0
11,5. PAJAK NASIONAL,3644.003,0.0,3765.0836892030106,-100.0,0.0
11,6. CICILAN,1924.9827,0.0,2223.295350565003,-100.0,0.0
11,7. PAYMENT LAINNYA,1232.742846,0.0,1432.1249600072965,-100.0,0.0
11,8. SYARIAH,488.86531200000013,0.0,746.0899997952532,-100.0,0.0
11,9. WESEL DN,1284.57075,0.0,1319.0740477014851,-100.0,0.0
12,1. PLN,4141.303004,0.0,6638.184704821907,-100.0,0.0
12,10. WESEL LN,4691.797222,0.0,4595.5090116240335,-100.0,0.0
12,11. METERAI,22722.548028,0.0,27371.859364226275,-100.0,0.0
12,12. FILATELI,2538.8124000000003,0.0,1625.415735646415,-100.0,0.0
12,13. EBATARA & CICO,6432.322572134,0.0,4944.905656657181,-100.0,0.0
12,14. ASURANSI & INVESTASI,93.910476,0.0,261.9903992687831,-100.0,0.0
12,15. KREDIT PENSIUN,16123.867021,0.0,15033.010853267722,-100.0,0.0
12,16. MANFAAT PENSIUN,2759.564547,0.0,3588.437415185824,-100.0,0.0
12,17. PENYALURAN DANA NASIONAL,63785.85425200004,0.0,43602.733358682526,-100.0,0.0
12,18. PENYALURAN DANA DAERAH,2582.581,0.0,2279.3949228732963,-100.0,0.0
12,19. PENYALURAN DANA KORPORAT,190.1625,0.0,478.5665856451546,-100.0,0.0
12,2. TELCO,1202.71936,0.0,1502.4737548264104,-100.0,0.0
12,20. POSPAY MOBILE,836.2403342342342,0.0,1984.060397210828,-100.0,0.0
12,21. POSPAY MERCHANT,629.3291738738739,0.0,926.6535859192518,-100.0,0.0
12,22. POSPAY B2B,793.6183378378408,0.0,3117.1568840533223,-100.0,0.0
12,3. PDAM,1345.328636,0.0,1929.7000432836526,-100.0,0.0
12,4. PAJAK DAERAH,513.142308,0.0,910.4934298973004,-100.0,0.0
12,5. PAJAK NASIONAL,7709.491999,0.0,4877.7286595335145,-100.0,0.0
12,6. CICILAN,1883.462149,0.0,2886.2499422615856,-100.0,0.0
12,7. PAYMENT LAINNYA,2199.409778,0.0,1854.775430164054,-100.0,0.0
12,8. SYARIAH,460.3333920000001,0.0,739.0425288746085,-100.0,0.0
12,9. WESEL DN,1658.5026,0.0,1574.8586140354287,-100.0,0.0
